iter	Logloss
635	0.4598160896
636	0.4597237352
637	0.4593912484
638	0.4589518948
639	0.4587017004
640	0.4583296845
641	0.4579554019
642	0.4578082596
643	0.457552205
644	0.4572139961
645	0.4569139066
646	0.4566268092
647	0.4564946493
648	0.4563060705
649	0.4560108461
650	0.4558113762
651	0.4554279714
652	0.4551511295
653	0.4548690906
654	0.4544621343
655	0.4543084407
656	0.4541570691
657	0.4539975705
658	0.4537336377
659	0.4534797668
660	0.4530203723
661	0.4527243462
662	0.4524552442
663	0.4521019148
664	0.4517674653
665	0.4514654685
666	0.4513449185
667	0.4509469184
668	0.4505583445
669	0.4501751609
670	0.4498409327
671	0.4496887318
672	0.4492934683
673	0.4491812665
674	0.4486680515
675	0.4483304784
676	0.447983645
677	0.4475581404
678	0.4473578688
679	0.4472055297
680	0.4470069167
681	0.4468962628
682	0.4465024368
683	0.4464276355
684	0.4458086871
685	0.4455048105
686	0.4453573918
687	0.4449856247
688	0.4445652616
689	0.4442612192
690	0.4440174379
691	0.4438010506
692	0.4434985838
693	0.4432800956
694	0.4430751524
695	0.4429387355
696	0.4425878663
697	0.4420697862
698	0.4417574509
699	0.4411938156
700	0.4409341121
701	0.4405609905
702	0.4402840103
703	0.4400764686
704	0.4397859435
705	0.4395603235
706	0.4393434386
707	0.4390568111
708	0.4386522044
709	0.4383795641
710	0.4380574434
711	0.4377151158
712	0.4375143466
713	0.4370274475
714	0.4366363857
715	0.43637577
716	0.4362446052
717	0.4360330554
718	0.4356644395
719	0.4354056483
720	0.4351997099
721	0.4348576311
722	0.4347375234
723	0.4345282403
724	0.4342929453
725	0.4341039243
726	0.4338911305
727	0.4337013908
728	0.4333891385
729	0.4332845384
730	0.4328932555
731	0.4324886211
732	0.4321574336
733	0.4319399129
734	0.4317181905
735	0.4313284832
736	0.4309324734
737	0.4305922743
738	0.4304197284
739	0.4301658852
740	0.4297001051
741	0.4292526245
742	0.4289435787
743	0.4285488405
744	0.4282676586
745	0.4280093649
746	0.4278694098
747	0.4276800847
748	0.4275102477
749	0.42731122
750	0.4269985807
751	0.4266578564
752	0.4263834193
753	0.4261364038
754	0.4258704807
755	0.4255097984
756	0.4252550429
757	0.4251710367
758	0.4249722025
759	0.4246156388
760	0.4243349822
761	0.4241851585
762	0.4241174891
763	0.4237696053
764	0.4235845925
765	0.4234869031
766	0.4232703223
767	0.4228584732
768	0.4226382712
769	0.4223663496
770	0.4220996249
771	0.4218341993
772	0.421534248
773	0.421384839
774	0.4211580581
775	0.4209352853
776	0.4207068734
777	0.4204429129
778	0.4201806663
779	0.419787172
780	0.4193342181
781	0.4189595762
782	0.4185517629
783	0.418438013
784	0.4180432748
785	0.4177113961
786	0.4174852233
787	0.4172845647
788	0.4170866151
789	0.4166006558
790	0.416228557
791	0.4158693397
792	0.4154668062
793	0.4151870617
794	0.4148925007
795	0.4143358866
796	0.4139529795
797	0.4137354312
798	0.4133959784
799	0.4127804853
800	0.4123710688
801	0.4121580262
802	0.4119415836
803	0.4116805256
804	0.4115494714
805	0.4112114284
806	0.4108944216
807	0.4107517851
808	0.4105131453
809	0.4101563606
810	0.4099354122
811	0.4097041807
812	0.4093478935
813	0.4091669718
814	0.408906522
815	0.4086095285
816	0.4084051934
817	0.4080696106
818	0.407646428
819	0.4074084517
820	0.4070867732
821	0.4067766494
822	0.40662619
823	0.4062210028
824	0.4057996999
825	0.4053589641
826	0.405053429
827	0.4046663478
828	0.4044264089
829	0.4041111158
830	0.4038222493
831	0.4032014487
832	0.4028310914
833	0.4025310019
834	0.4022922239
835	0.4020742333
836	0.4019035395
837	0.4014251543
838	0.4010228973
839	0.4007625856
840	0.400525411
841	0.4002892038
842	0.4000552634
843	0.399905882
844	0.3995500924
845	0.3993491297
846	0.3990162283
847	0.3989059338
848	0.3985565849
849	0.3983238884
850	0.3980510269
851	0.3977972114
852	0.3973890111
853	0.3971169237
854	0.3969665196
855	0.3967130633
856	0.3965520444
857	0.3961986044
858	0.3960526231
859	0.3959055638
860	0.3957327138
861	0.3953449139
862	0.3951309591
863	0.3948000203
864	0.3944306857
865	0.3941576585
866	0.3937110901
867	0.3935147437
868	0.393274639
869	0.3928674339
870	0.392504927
871	0.3924030912
872	0.3921930341
873	0.391833872
874	0.3914588154
875	0.3912277222
876	0.3908770741
877	0.3904509613
878	0.3901257446
879	0.3898350536
880	0.3895674719
881	0.3894405641
882	0.3889973958
883	0.388796212
884	0.3884165391
885	0.3880737968
886	0.3876694942
887	0.3873974344
888	0.3872491864
889	0.3869507831
890	0.3866678597
891	0.3863132311
892	0.3860939966
893	0.3858737116
894	0.3854510819
895	0.3851653113
896	0.3848854286
897	0.3845887668
898	0.3842514702
899	0.3839035034
900	0.3835809956
901	0.3832979617
902	0.3830644359
903	0.3827761222
904	0.382686228
905	0.38227507
906	0.3820186283
907	0.3817471767
908	0.3815630208
909	0.3812957985
910	0.3811494026
911	0.3810085905
912	0.3807606904
913	0.3805156929
914	0.3802313874
915	0.3799870809
916	0.3795770562
917	0.3791091477
918	0.3787708559
919	0.3782779859
920	0.3780733191
921	0.3777990756
922	0.3776928446
923	0.3775023861
924	0.3772801385
925	0.3771017047
926	0.3768016152
927	0.3766671333
928	0.3764254252
929	0.3761806764
930	0.375938222
931	0.3756255827
932	0.3753946277
933	0.3751114555
934	0.3749149433
935	0.3746509276
936	0.3743782043
937	0.3742010697
938	0.3738557843
939	0.3734761114
940	0.3732887766
941	0.3729919765
942	0.372921377
943	0.3726242176
944	0.3723531253
945	0.3721148726
946	0.3717751434
947	0.3715309475
948	0.3712181423
949	0.371093363
950	0.3707889612
951	0.370531248
952	0.3703200299
953	0.3699775917
954	0.3695935788
955	0.3693072554
956	0.3691095822
957	0.3687849459
958	0.3685005299
959	0.3682479306
960	0.3679157202
961	0.3675938758
962	0.3674455173
963	0.367147418
964	0.366889069
965	0.3667122938
966	0.3665348551
967	0.3663134091
968	0.3660187376
969	0.3656738945
970	0.3654387101
971	0.3652041891
972	0.3648866294
973	0.3646452807
974	0.3643841951
975	0.3641330885
976	0.3639171987
977	0.3635787964
978	0.3631123529
979	0.3628476737
980	0.3625793457
981	0.3620595517
982	0.3617418262
983	0.3615078857
984	0.3611910723
985	0.3608406177
986	0.3605632782
987	0.3601300889
988	0.359827788
989	0.3596589462
990	0.3594276871
991	0.3592455767
992	0.358892579
993	0.3586353634
994	0.3584595832
995	0.3582668581
996	0.3580835315
997	0.3577833314
998	0.3574898208
999	0.3572219075
