timestamp,open,high,low,close,volume,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,MACD,MACD_signal,RSI,middle_band,upper_band,lower_band,ATR,%K,VWAP,OBV,%R
2019-10-04,8219.95,8227.42,7979.95,8130.56,28421.111,,9560.9601225592,,9922.793881567686,,10141.805510337434,-559.0495271965046,-500.8788381949031,16.13822882672494,9092.0825,10979.63634339935,7204.528656600651,442.46428571428567,17.371889939102026,9026.23703344615,-188113.66600000006,-82.62811006089798
2019-10-05,8130.0,8175.0,8010.0,8122.14,30262.006,,9504.535804027468,,9887.137369061396,,10121.709336105221,-550.2415323365512,-510.75137702323275,17.133391960952594,8983.0785,10829.409010547015,7136.747989452984,435.4878571428571,17.643217447725903,8989.946976390664,-218375.67200000005,-82.3567825522741
2019-10-06,8122.01,8148.43,7760.0,7852.79,41909.039,,9439.761458771489,,9846.853262743349,,10099.133024303179,-558.5567325763423,-520.3124481338547,14.550794330087157,8863.2545,10675.718463440626,7050.7905365593715,446.62428571428563,6.483565193671573,8934.76656400211,-260284.71100000004,-93.51643480632843
2019-10-07,7851.01,8330.0,7764.42,8186.88,62760.299,,9390.628852545156,,9813.982505065262,,10080.10563102653,-532.0551175781584,-522.6609820227154,25.357180034351728,8763.272500000001,10490.42630460519,7036.118695394814,456.52928571428566,23.239618384827168,8874.449561594523,-197524.41200000004,-76.76038161517283
2019-10-08,8188.55,8322.01,8103.88,8167.62,44715.165,,9342.667721072798,,9781.381267341198,,10061.075923255123,-506.7648480772659,-519.4817552336256,38.2672472618913,8663.8955,10283.509628459371,7044.28137154063,390.1657142857143,45.575216920268986,8841.556050871479,-242239.57700000005,-54.42478307973101
2019-10-09,8168.33,8700.0,8113.0,8559.77,65453.643,,9311.965849658178,,9757.190945215629,,10046.13755585955,-449.89281529933214,-505.5639672467669,52.929616913624876,8579.619,10025.640229265038,7133.597770734963,394.57714285714286,85.96759829085492,8816.047454603264,-176785.93400000007,-14.032401709145084
2019-10-10,8559.77,8640.89,8419.34,8556.02,44285.668,,9282.320914377464,,9733.40538194403,,10031.310515502739,-400.50711650979065,-484.5525970993716,63.42053555479778,8499.1025,9746.427222209322,7251.7777777906795,355.84999999999997,85.47109456200369,8804.119286095654,-221071.60200000007,-14.528905437996306
2019-10-11,8557.0,8788.0,8210.0,8255.58,69157.964,,9242.056564794033,,9704.141512994644,,10013.641555149477,-381.21715744094945,-463.88550916768725,51.94585281811469,8412.715,9457.809225385536,7367.6207746144655,367.9885714285714,50.65570579894158,8779.805632628373,-290229.5660000001,-49.34429420105842
2019-10-12,8255.54,8397.45,8248.34,8300.22,37761.514,,9205.121797547208,,9676.34108699475,,9996.592584451473,-358.1985609346975,-442.74811952108934,52.54802457613938,8326.574,9061.73908914721,7591.408910852791,356.50642857142856,54.79290818265222,8764.372314505017,-252468.0520000001,-45.207091817347774
2019-10-13,8300.31,8456.0,8137.3,8274.66,43820.913,,9168.633099604182,,9648.585025866141,,9979.458926894742,-338.12098747897653,-421.8226931126668,56.030309626727195,8255.208999999999,8626.609892211289,7883.808107788708,355.1728571428571,52.42402617262437,8746.734508333037,-296288.9650000001,-47.57597382737562
2019-10-14,8274.33,8381.77,8205.02,8346.05,61999.821,,9136.37493883539,,9622.792253076714,,9963.20610175151,-312.84253548399283,-400.026661586932,51.713500253282696,8240.231,8568.687435389149,7911.77456461085,323.30642857142857,57.00875486381316,8724.98484540375,-234289.1440000001,-42.99124513618684
2019-10-15,8346.31,8408.62,8080.0,8160.01,86246.749,,9098.08611770459,,9593.826267867275,,9945.26385198284,-304.3131211234322,-380.88395349423206,46.64768595169202,8226.728,8544.785885252319,7908.67011474768,323.35071428571433,38.91147859922181,8691.955184118575,-320535.8930000001,-61.088521400778184
2019-10-16,8160.55,8184.0,7900.24,7992.21,70434.452,,9054.718426814214,,9562.11109424614,,9925.83048032132,-307.5483307141785,-366.2168289382214,41.19747416200777,8223.331,8549.864170198267,7896.797829801733,328.1500000000001,22.588521400778212,8658.399427576674,-390970.3450000001,-77.41147859922178
2019-10-17,7994.76,8124.63,7930.0,8069.2,58354.602,,9016.070645370519,,9532.548498320473,,9907.356545193745,-300.43656237970026,-353.06077562651717,46.20348916108342,8217.965,8550.933031259032,7884.996968740969,315.90928571428583,30.077821011673134,8633.687960781677,-332615.7430000001,-69.92217898832686
2019-10-18,8069.41,8117.3,7812.0,7943.94,75251.352,,8974.02630633638,,9501.090904294326,,9887.820062156992,-301.43313633554044,-342.7352477683218,45.39241731435849,8205.393,8559.381392102143,7851.404607897857,320.0400000000001,17.892996108949376,8600.49782539243,-407867.0950000001,-82.10700389105062
2019-10-19,7945.57,8108.54,7852.12,7947.13,78024.395,,8933.75586295064,,9470.319401238992,,9868.50971327981,-298.52431950509526,-333.8930621156765,45.667876291517935,8200.6515,8565.757391668714,7835.5456083312865,326.5700000000001,18.20330739299612,8569.917597842246,-329842.70000000007,-81.79669260700389
2019-10-20,7947.78,8300.5,7871.17,8218.23,78663.915,,8905.69602518787,,9445.525551709507,,9852.089019615332,-271.21713458659724,-321.3578766098607,59.03811719082338,8197.270999999999,8560.38430544096,7834.157694559037,329.4914285714286,44.33556732253459,8549.430085404787,-251178.7850000001,-55.66443267746541
2019-10-21,8218.23,8334.57,8150.0,8201.74,59928.516,,8878.089906553052,,9420.896134843972,,9835.667636335578,-248.04726452695832,-306.6957541932802,50.4360175111205,8192.858,8553.465819669978,7832.250180330021,302.27642857142865,39.9323770491803,8538.443884482103,-311107.3010000001,-60.0676229508197
2019-10-22,8201.0,8290.0,8000.0,8020.89,69506.88,,8844.474223943129,,9393.173241084685,,9817.610147416817,-241.4942636024316,-293.6554560751105,46.067590384048465,8176.2955,8536.543150928503,7816.047849071497,307.41,21.402663934426265,8521.825961601917,-380614.1810000001,-78.59733606557374
2019-10-23,8020.68,8047.78,7172.76,7465.0,108484.139,,8790.377195553201,,9354.991592746375,,9794.201091223615,-277.9525761133882,-290.51488008276607,23.027116522698904,8138.531999999999,8613.838861358528,7663.22513864147,327.98285714285714,18.092667343552648,8467.786484760167,-489098.32000000007,-81.90733265644735
2019-10-24,7465.18,7495.81,7337.44,7411.35,66719.534,,8736.29769768837,,9316.503640414765,,9770.491130116912,-307.6290024269474,-293.93770455160234,22.474498506701778,8102.5715,8674.927174254044,7530.215825745955,323.47000000000014,14.771179515118508,8432.553441397726,-555817.854,-85.2288204848815
2019-10-25,7410.07,8800.0,7359.0,8650.0,165118.926,,8732.91347424961,,9303.305548525363,,9759.341964643114,-228.5643335566383,-280.86303035260954,56.535542667771345,8128.9645,8749.680585352815,7508.248414647185,385.11285714285725,90.78193751382709,8420.095936765898,-390698.9280000001,-9.218062486172908
2019-10-26,8650.0,10408.48,8626.89,9232.22,248161.161,,8752.494122318254,,9301.897913901097,,9754.096969970049,-117.56945813338461,-248.20431590876456,63.1080031954274,8197.936,8970.418956391963,7425.453043608038,501.7185714285715,63.64765801738097,8523.439962605456,-142537.76700000008,-36.35234198261903
2019-10-27,9234.75,9803.83,9066.07,9533.32,163544.019,8867.1508,8783.114744972441,,9306.480529467412,,9751.900184199203,-5.248465045269768,-199.6131457360656,66.42893317530844,8265.258,9234.243137647052,7296.272862352947,531.6514285714287,72.9531603476197,8583.514890379734,21006.25199999992,-27.046839652380307
2019-10-28,9534.37,9930.13,9156.03,9217.36,155599.975,8843.6654,8800.143970659798,,9304.715766507661,,9746.581376396227,57.607338257899755,-148.16904893727255,60.69042179628437,8317.744999999999,9370.906388655414,7264.583611344584,574.3192857142857,63.18840938029251,8632.084121620894,-134593.7230000001,-36.81159061970749
2019-10-29,9215.78,9569.1,9070.0,9415.02,124703.014,8825.825799999999,8824.25675612412,,9306.900008755034,,9743.28225822313,121.96459340131878,-94.14232046955428,65.35439621611967,8360.507500000002,9515.215029122975,7205.799970877028,586.4964285714286,69.2970961640686,8663.545866704257,-9890.70900000009,-30.702903835931394
2019-10-30,9415.02,9418.65,8975.72,9165.3,98464.858,8807.0914,8837.631000981997,,9304.096048185627,,9737.53119097713,151.0763506401654,-45.09858624761034,64.07011248029974,8390.9715,9596.303069757221,7185.639930242778,597.8657142857143,61.579493899348506,8681.006027300653,-108355.56700000008,-38.420506100651494
2019-10-31,9163.4,9438.64,8933.0,9150.0,98836.044,8786.900399999999,8849.88076564937,,9301.044641290862,,9731.68510947487,170.9425268171508,-1.8903636346581152,63.15789473684211,8435.692500000001,9683.697587826537,7187.6874121734645,620.0807142857142,61.10664705227894,8696.986622964383,-207191.6110000001,-38.89335294772106
2019-11-01,9149.88,9280.0,9050.27,9231.01,87256.949,8763.217999999999,8864.827010133708,,9299.657816710846,,9726.70326758955,191.02146796074703,36.69200268442291,65.8397308253688,8482.232,9775.65316282737,7188.810837172629,614.682857142857,63.610262939933016,8710.625399870358,-119934.6620000001,-36.38973706006699
2019-11-02,9231.7,9375.0,9194.98,9287.8,56602.055,8742.1472,8881.414186206895,,9299.423008459147,,9722.336070897118,209.10620568908416,71.17484328535517,66.28453572183395,8532.889,9868.949867793355,7196.828132206644,609.2257142857143,65.36535917817362,8720.826393342299,-63332.6070000001,-34.63464082182638
2019-11-03,9288.96,9366.69,9073.0,9197.88,75612.722,8719.4598,8893.824610277214,,9297.412255816393,,9717.117602529983,213.71907763363197,99.68369015501054,62.447239156233096,8575.480500000001,9939.326418270379,7211.634581729623,599.5371428571428,62.58637953840256,8732.203717605631,-138945.32900000009,-37.41362046159743
2019-11-04,9197.86,9550.0,9126.01,9395.46,90433.357,8701.3246,8913.496586344774,,9299.353795305176,,9713.917029370481,230.65897357156973,125.87874683832237,64.49991497218375,8637.253,10032.132761036562,7242.373238963439,616.6385714285714,68.69259392036392,8749.033102491283,-48511.97200000008,-31.30740607963608
2019-11-05,9395.47,9457.13,9164.33,9313.2,113738.226,8682.603200000001,8929.17123001753,,9299.627977576361,,9709.929795247392,234.74032824007918,147.65106311867373,66.08266898307744,8703.302500000002,10094.813379068233,7311.79162093177,616.8385714285713,66.15034675435454,8767.460816822113,-162250.1980000001,-33.849653245645456
2019-11-06,9313.1,9450.0,9259.48,9343.6,73767.911,8665.7448,8945.423338644294,,9300.49871069366,,9706.284722657865,237.68793855597505,165.658438206134,76.89693089209732,8767.022500000001,10153.197108249617,7380.847891750385,567.9457142857143,65.32510159424822,8779.601790089067,-88482.2870000001,-34.67489840575177
2019-11-07,9344.29,9381.93,9091.2,9219.64,77389.569,8647.034399999999,8956.176933207264,,9298.897548105668,,9701.442486611519,227.4000783925767,178.00676624342256,75.37929505155046,8830.807499999999,10175.97388036074,7485.641119639258,577.3999999999999,61.014992720070296,8789.24202457453,-165871.8560000001,-38.985007279929704
2019-11-08,9221.63,9259.3,8669.85,8775.03,151851.16,8617.629,8949.07313190502,,9288.523933291694,,9692.224451918868,181.28087081848935,178.6615871584359,52.258090150226316,8872.2025,10154.889326598546,7589.515673401454,516.5749999999998,8.315044426607763,8793.753416646292,-317723.01600000006,-91.68495557339223
2019-11-09,8775.6,8878.0,8727.0,8811.15,66846.392,8590.525,8943.664381634233,,9279.070984117601,,9683.457541949527,145.96307718274147,172.12188516329704,40.52664023866197,8901.8485,10149.250885050078,7654.446114949923,400.10428571428554,11.211794204462452,8793.955774264197,-250876.62400000007,-88.78820579553755
2019-11-10,8811.3,9187.0,8760.0,9041.31,91099.197,8571.6846,8947.493621570145,,9274.362845818243,,9677.068014168935,134.9893861327073,164.69538535717908,38.565618536335926,8943.827,10149.528329489096,7738.125670510903,377.9071428571427,29.474402513727068,8798.638190067933,-159777.42700000008,-70.52559748627293
2019-11-11,9041.31,9072.91,8611.11,8728.93,113373.762,8545.8024,8938.92249915563,,9263.562195406,,9667.633805072728,99.93422207774893,151.74315270129307,38.62989845754163,8979.229000000001,10113.141386824955,7845.316613175048,355.59999999999985,12.298667000699353,8798.797296951923,-273151.1890000001,-87.70133299930065
2019-11-12,8729.89,8889.06,8552.12,8817.0,107520.546,8528.1032,8934.141224678939,,9254.719379655387,,9659.169787111805,78.35602548679526,137.0657272583935,35.330278470082575,9046.829000000002,9946.274002420372,8147.383997579632,344.0171428571426,26.544273860584376,8797.604763782536,-165630.64300000007,-73.45572613941562
2019-11-13,8817.94,8838.0,8712.0,8774.76,58585.811,8530.6862,8927.890980573882,,9245.215233523597,,9650.369689727608,57.187512197737306,121.09008424626226,39.33417085427135,9114.9995,9629.15961480646,8600.83938519354,321.3792857142854,22.31129995590648,8797.289264050461,-224216.45400000009,-77.68870004409352
2019-11-14,8774.78,8798.06,8581.39,8642.25,87099.995,8534.9298,8916.689373492554,,9233.275327909267,,9640.338648038776,29.380186832262552,102.74810476346232,36.96746936617365,9114.612,9630.198500528672,8599.025499471327,300.73857142857116,9.03214815408659,8794.789612893246,-311316.4490000001,-90.9678518459134
2019-11-15,8642.47,8780.0,8380.0,8473.27,145602.497,8543.1922,8899.30037845363,,9218.225717455618,,9628.726024675207,-6.220882178662578,80.95430737503735,31.39127103409656,9076.6645,9660.080478784272,8493.24852121573,312.90071428571406,7.971794871794908,8786.58865330216,-456918.9460000001,-92.02820512820509
2019-11-16,8473.3,8540.54,8435.0,8491.06,48657.04,8549.483,8883.290951847606,,9203.826396317883,,9617.40596472819,-32.623419071225726,58.238762085784735,30.051377580145967,9024.5515,9621.683111949587,8427.419888050412,307.5807142857141,9.492307692307648,8783.36499844315,-408261.90600000013,-90.50769230769235
2019-11-17,8491.18,8631.0,8355.78,8504.04,72152.266,8555.6562,8868.418365500642,,9189.969239955153,,9606.327696422439,-51.9019488979211,36.21061988904357,31.93162642444949,8988.8855,9620.300918398634,8357.470081601366,306.2614285714283,12.414797943427534,8778.838784047337,-336109.64000000013,-87.58520205657247
2019-11-18,8504.13,8504.71,8050.0,8183.26,123477.142,8558.4822,8841.549409990814,,9170.034403520398,,9592.167818846097,-92.00402270632549,10.567691369969758,20.336328576182893,8927.297499999999,9618.570835945415,8236.024164054583,308.45571428571395,9.47034033813509,8764.80819217164,-459586.7820000001,-90.52965966186491
2019-11-19,8183.3,8212.87,8000.0,8131.7,110854.03,8555.3994,8813.712178226468,,9149.473326222964,,9577.635800748127,-126.48759594417606,-16.843366092859405,20.646546155604312,8875.6175,9639.54582102934,8111.689178970661,302.74642857142834,9.082758620689644,8749.798530846287,-570440.8120000002,-90.91724137931035
2019-11-20,8131.12,8230.0,8037.5,8094.05,87352.38,8551.4804,8785.490132021509,,9128.573854416569,,9562.873752979489,-155.0666052223296,-44.488013918753445,19.067328781705,8822.82,9647.804307860728,7997.8356921392715,302.8878571428569,6.805699275650732,8738.55179888264,-657793.1920000002,-93.19430072434926
2019-11-21,8094.57,8131.51,7432.0,7621.9,180289.189,8536.875600000001,8739.859146452038,,9098.738728586539,,9543.560581308051,-213.35481357162644,-78.26137384932805,16.26365087542966,8742.3645,9697.526334191198,7787.202665808801,332.08642857142837,10.392382203250682,8702.618168953772,-838082.3810000002,-89.60761779674932
2019-11-22,7621.89,7765.03,6762.73,7262.72,371213.951,8517.7246,8681.932121100977,,9062.381922079876,,9520.865650150758,-285.24335500117195,-119.65777007969683,16.87235767014957,8641.110499999999,9760.658371734711,7521.5626282652875,361.5757142857142,20.62435289798581,8604.398763839106,-1209296.3320000002,-79.37564710201418
2019-11-23,7261.89,7345.84,7073.38,7305.99,139643.311,8501.233199999999,8627.973606547997,,9027.601884018888,,9498.827086467665,-334.8639119046493,-162.69899844468733,17.131938681923387,8546.516,9777.344233300839,7315.68776669916,370.25142857142845,22.409220095121423,8570.289410951447,-1069653.0210000002,-77.59077990487859
2019-11-24,7306.19,7324.92,6855.91,6900.86,183676.078,8476.8076,8560.243661193175,,8985.488183345245,,9472.976667696843,-402.24236632298926,-210.60767202034774,6.5773511261142374,8421.786,9783.356296255151,7060.215703744849,373.25214285714276,5.979187768918443,8521.104501253281,-1253329.0990000002,-94.02081223108155
2019-11-25,6899.77,7386.29,6510.19,7102.03,333987.914,8461.7924,8503.05881173462,,8948.191981694845,,9449.38515856553,-434.4000458094606,-255.36614677817033,15.435996362801987,8311.227499999999,9724.007321760482,6898.447678239515,402.84499999999997,24.879039207691054,8437.744248259474,-919341.1850000002,-75.12096079230895
2019-11-26,7103.34,7340.06,7011.9,7150.0,193962.094,8441.0548,8449.997681862675,,8912.584219681086,,9426.505704251445,-450.8177144007477,-294.45646030268585,13.970155963620016,8201.5475,9617.333986384423,6785.761013615578,402.21785714285727,27.485490654305988,8398.570885028146,-725379.0910000001,-72.51450934569401
2019-11-27,7149.97,7669.2,6850.0,7506.77,297842.994,8427.837800000001,8413.008361005315,,8884.746314340866,,9407.403856447949,-430.0827514520324,-321.5817185325552,25.874370692837232,8115.9039999999995,9480.755316230685,6751.052683769314,451.732142857143,43.559293141655814,8350.804337150203,-427536.0970000001,-56.44070685834418
2019-11-28,7506.78,7643.0,7356.0,7415.79,175000.609,8404.9582,8373.90175861295,,8855.658070492533,,9387.58680314996,-416.19384599133537,-340.50414402431124,26.28984364125644,8047.942,9410.074890835354,6685.809109164646,456.7557142857144,39.897612575501924,8328.05445045122,-602536.7060000001,-60.10238742449807
2019-11-29,7417.0,7850.0,7394.57,7736.66,185819.186,8388.571000000002,8348.911885726167,,8833.499692859017,,9371.15967078031,-374.97280785555995,-347.397876790561,36.54962110837213,7994.217500000001,9315.411336715077,6673.023663284925,460.71500000000015,57.83026296556505,8310.201388402846,-416717.52000000014,-42.16973703443496
2019-11-30,7737.23,7800.0,7444.18,7542.93,141966.392,8374.318000000001,8317.304752952592,,8807.943857356859,,9352.968330772545,-353.85817332917577,-348.68993609828397,33.73252945072218,7919.2985,9161.213492643048,6677.383507356953,478.5921428571429,48.69554556985305,8295.896633737564,-558683.9120000001,-51.30445443014695
2019-12-01,7541.08,7541.08,7222.29,7387.38,196291.252,8356.0612,8280.837115581902,,8779.813879983454,,9333.410237929036,-345.6913437335288,-348.09021762533297,31.73458171397165,7852.221,9055.89427824175,6648.547721758248,481.8364285714287,43.98000521428718,8271.322393923896,-754975.1640000001,-56.01999478571281
2019-12-02,7388.0,7416.75,7137.74,7291.0,143966.953,8336.388,8242.019973794377,,8750.332417013486,,9313.087747999394,-343.0417610733102,-347.0805263149284,34.24882430199551,7775.920999999999,8916.435545242834,6635.406454757165,469.28642857142876,45.40094545327683,8252.152744732231,-898942.1170000001,-54.59905454672317
2019-12-03,7291.74,7404.42,7231.35,7290.86,84699.47,8315.2842,8204.719582665186,,8721.431973112229,,9292.966078865073,-337.06773749538024,-345.0779685510188,34.882090228483904,7701.726000000001,8762.086551988046,6641.365448011955,466.44357142857154,45.39280501915909,8241.522667567517,-983641.587,-54.60719498084091
2019-12-04,7290.85,7800.0,7070.0,7191.0,274879.481,8295.904,8164.965873541061,,8691.126389486244,,9272.050993503231,-336.5120468004734,-343.36478420090975,34.11884705344424,7629.163500000001,8617.575422135027,6640.751577864973,504.8364285714287,41.99109367675722,8210.196885965079,-1258521.068,-58.00890632324278
2019-12-05,7189.42,7480.0,7142.54,7384.99,176315.108,8283.7596,8134.378584382588,,8665.262302565725,,9253.274267199717,-316.7667957226913,-338.0451865052661,45.38185334055883,7574.7495,8487.42492152368,6662.07407847632,478.9757142857144,65.29284002955642,8190.847167564064,-1082205.96,-34.70715997044358
2019-12-06,7384.66,7602.44,7295.73,7522.1,136218.707,8272.8176,8110.36765950484,,8642.625425287195,,9236.048652600715,-286.7494417931166,-327.7860375628362,55.53540026974887,7526.3015,8335.178466634961,6717.424533365038,429.2907142857144,75.5263806062054,8178.7871490827865,-945987.253,-24.473619393794607
2019-12-07,7521.13,7616.91,7467.44,7487.2,83208.782,8263.6828,8085.929712073278,,8619.74571389537,,9218.647173470361,-262.7478175828455,-314.7783935668381,53.881047739393026,7475.4595,8146.913639036449,6804.005360963551,420.5057142857144,72.9215336502937,8172.130319766598,-1029196.035,-27.07846634970631
2019-12-08,7487.19,7559.39,7376.0,7508.2,84380.338,8254.9042,8063.27364493315,,8597.73490767962,,9201.62779860996,-239.2736354513463,-299.6774419437397,65.56946708913976,7441.7065,8029.215863802853,6854.197136197147,400.1042857142858,74.4889200707563,8165.0813962410775,-944815.697,-25.511079929243706
2019-12-09,7507.87,7676.48,7269.05,7337.49,136440.176,8237.2894,8034.811541210281,,8572.779562973094,,9183.07916379792,-231.77330887594053,-286.09661533017993,56.13189858122044,7401.995999999999,7896.693792275396,6907.298207724602,366.6278571428572,48.748999999999974,8153.114279496772,-1081255.8730000001,-51.251000000000026
2019-12-10,7338.2,7403.71,7152.0,7220.98,126662.794,8217.6742,8002.896578809878,,8546.011254795409,,9163.55578903376,-232.54993838095288,-275.38727994033457,51.784762383706294,7358.342500000001,7741.4987030235525,6975.186296976449,361.1671428571429,37.097999999999956,8139.842244492511,-1207918.6670000001,-62.902000000000044
2019-12-11,7220.92,7267.0,7117.74,7205.77,97320.727,8201.371799999999,7971.636712974197,,8519.47182400738,,9144.075333421484,-231.7216003762651,-266.6541440275207,40.861840747082475,7337.536,7705.93811800646,6969.13388199354,313.31428571428575,17.40641025641031,8129.20962556565,-1305239.394,-82.59358974358969
2019-12-12,7206.78,7295.12,7080.0,7194.77,140594.105,8195.9672,7941.171351681091,,8493.240104720104,,9124.679260452116,-229.30940848796217,-259.18519691960904,42.947490682595614,7334.138500000001,7706.512979723396,6961.764020276606,308.18,15.996153846153902,8114.155687475017,-1445833.499,-84.0038461538461
